Winner,Loser,Tournament,Tournament_Date,Court_Surface,Round_Description,Winner_Rank,Loser_Rank,Retirement_Ind,Winner_Sets_Won,Winner_Games_Won,Winner_Aces,Winner_DoubleFaults,Winner_FirstServes_Won,Winner_FirstServes_In,Winner_SecondServes_Won,Winner_SecondServes_In,Winner_BreakPoints_Won,Winner_BreakPoints,Winner_ReturnPoints_Won,Winner_ReturnPoints_Faced,Winner_TotalPoints_Won,Loser_Sets_Won,Loser_Games_Won,Loser_Aces,Loser_DoubleFaults,Loser_FirstServes_Won,Loser_FirstServes_In,Loser_SecondServes_Won,Loser_SecondServes_In,Loser_BreakPoints_Won,Loser_BreakPoints,Loser_ReturnPoints_Won,Loser_ReturnPoints_Faced,Loser_TotalPoints_Won
Marco Trungelliti,Tobias Kamke,"French Open, Paris",29-May-17,Clay,Qualifying,162,145,0,2,12,6,1,30,38,14,20,2,6,26,66,70,0,7,0,3,25,36,15,30,0,3,14,58,54
Santiago Giraldo,Uladzimir Ignatik,"French Open, Paris",29-May-17,Clay,Qualifying,107,149,0,2,12,2,1,24,27,13,20,3,7,21,52,58,0,6,8,0,20,27,11,25,0,0,10,47,41
Gerald Melzer,Vincent Millot,"French Open, Paris",29-May-17,Clay,Qualifying,112,157,0,2,12,4,1,21,31,13,19,5,7,25,43,59,0,3,0,1,14,27,4,16,1,8,16,50,34
Norbert Gombos,Yasutaka Uchiyama,"French Open, Paris",29-May-17,Clay,Qualifying,93,181,0,2,13,8,0,38,45,12,16,1,9,32,82,82,0,9,5,5,32,46,18,36,0,0,11,61,61
Stefano Napolitano,Alexander Bublik,"French Open, Paris",29-May-17,Clay,Qualifying,187,143,0,2,18,2,4,38,63,26,49,7,11,52,109,116,1,13,12,11,40,59,17,50,4,11,48,112,105
Taro Daniel,Andrey Rublev,"French Open, Paris",29-May-17,Clay,Qualifying,102,118,0,2,20,0,4,38,69,27,47,7,14,51,118,116,1,18,4,3,49,69,18,49,6,10,51,116,118
Arthur De Greef,Daniel Masur,"French Open, Paris",29-May-17,Clay,Qualifying,127,219,0,2,12,5,0,21,27,13,25,5,13,40,80,74,0,7,2,5,31,55,9,25,2,3,18,52,58
Paul-Henri Mathieu,Denis Kudla,"French Open, Paris",29-May-17,Clay,Qualifying,120,171,0,2,12,2,2,30,42,17,28,3,7,30,71,77,0,7,8,3,22,34,19,37,1,6,23,70,64
Bjorn Fratangelo,Gerald Melzer,"French Open, Paris",29-May-17,Clay,Qualifying,138,112,0,2,19,9,3,58,86,23,42,3,8,38,108,119,1,19,6,4,39,62,31,46,4,15,47,128,117
Santiago Giraldo,Guido Andreozzi,"French Open, Paris",29-May-17,Clay,Qualifying,107,124,0,2,12,3,1,17,22,20,30,3,5,16,40,53,0,5,1,0,16,23,8,17,0,0,15,52,39
Sergiy Stakhovsky,Jan Satral,"French Open, Paris",29-May-17,Clay,Qualifying,123,161,0,2,16,4,1,37,54,23,43,4,8,43,99,103,1,14,5,3,35,51,21,48,4,7,37,97,93
Simone Bolelli,Marco Cecchinato,"French Open, Paris",29-May-17,Clay,Qualifying,470,104,0,2,12,2,0,35,44,6,9,2,7,27,69,68,0,8,1,3,32,50,10,19,0,2,12,53,54
Marco Trungelliti,Matteo Donati,"French Open, Paris",29-May-17,Clay,Qualifying,162,231,0,2,14,3,5,35,54,21,37,3,12,39,93,95,0,11,2,1,44,66,10,27,2,4,35,91,89
Guido Pella,Maxime Janvier,"French Open, Paris",29-May-17,Clay,Qualifying,115,271,0,2,18,0,1,47,70,13,18,5,16,49,111,109,1,11,0,1,43,74,19,37,1,4,28,88,90
Jozef Kovalik,Norbert Gombos,"French Open, Paris",29-May-17,Clay,Qualifying,152,93,0,2,13,2,4,29,50,19,36,5,11,37,85,85,1,13,5,7,28,42,20,43,5,8,38,86,86
Stefanos Tsitsipas,Oscar Otte,"French Open, Paris",29-May-17,Clay,Qualifying,205,223,0,2,12,0,2,26,35,15,31,5,10,27,48,68,0,5,1,2,15,29,6,19,2,6,25,66,46
Teymuraz Gabashvili,Pedro Sousa,"French Open, Paris",29-May-17,Clay,Qualifying,146,155,0,2,17,6,6,39,55,21,41,5,10,48,105,108,1,14,2,6,51,79,6,26,4,6,36,96,93
Marius Copil,Peter Gojowczyk,"French Open, Paris",29-May-17,Clay,Qualifying,94,141,0,2,19,4,3,54,75,26,48,3,11,42,113,122,1,17,5,7,46,61,25,52,2,5,43,123,114
Nicolas Jarry,Reilly Opelka,"French Open, Paris",29-May-17,Clay,Qualifying,207,151,0,2,16,13,4,55,67,12,25,1,6,28,98,95,1,15,14,3,45,55,25,43,1,3,25,92,95
Maxime Hamou,Roberto Quiroz,"French Open, Paris",29-May-17,Clay,Qualifying,287,236,0,2,13,0,1,29,46,10,19,6,8,26,44,65,0,5,2,2,11,28,7,16,2,5,26,65,44
Horacio Zeballos,Adrian Mannarino,"French Open, Paris",29-May-17,Clay,First Round,65,54,0,3,19,4,1,39,56,18,35,7,8,40,83,97,0,12,6,3,29,54,14,29,4,8,34,91,77
Robin Haase,Alex de Minaur,"French Open, Paris",29-May-17,Clay,First Round,46,240,0,3,18,7,2,34,43,19,33,6,11,36,76,89,0,6,4,4,29,48,11,28,0,1,23,76,63
Fernando Verdasco,Alexander Zverev,"French Open, Paris",29-May-17,Clay,First Round,37,10,0,3,21,0,5,53,89,20,39,8,20,59,127,132,1,16,8,5,50,84,18,43,5,12,55,128,123
Thiago Monteiro,Alexandre Muller,"French Open, Paris",29-May-17,Clay,First Round,95,330,0,3,26,5,8,67,93,31,62,7,20,67,162,165,2,24,4,5,64,94,31,68,7,16,57,155,152
Andy Murray,Andrey Kuznetsov,"French Open, Paris",29-May-17,Clay,First Round,1,73,0,3,22,2,2,41,57,22,41,9,10,55,102,118,1,12,6,4,29,52,18,50,4,7,35,98,82
Diego Schwartzman,Andrey Rublev,"French Open, Paris",29-May-17,Clay,First Round,41,118,0,3,27,3,4,67,102,23,47,8,18,64,163,154,2,26,4,7,55,84,44,79,7,12,59,149,158
Richard Gasquet,Arthur De Greef,"French Open, Paris",29-May-17,Clay,First Round,25,127,0,3,21,7,2,38,50,25,47,7,13,47,98,110,1,12,4,4,35,53,16,45,3,7,34,97,85
Rafael Nadal,Benoit Paire,"French Open, Paris",29-May-17,Clay,First Round,4,45,0,3,18,1,2,28,42,17,24,8,18,46,82,91,0,6,0,2,20,40,16,42,2,4,21,66,57
Dominic Thiem,Bernard Tomic,"French Open, Paris",29-May-17,Clay,First Round,7,39,0,3,18,11,1,29,33,19,27,6,9,40,80,88,0,6,3,2,30,49,10,31,0,0,12,60,52
Feliciano Lopez,Bjorn Fratangelo,"French Open, Paris",29-May-17,Clay,First Round,36,138,0,3,19,14,2,46,55,24,37,3,4,32,92,102,0,13,3,4,36,54,24,38,1,6,22,92,82
Alexandr Dolgopolov,Carlos Berlocq,"French Open, Paris",29-May-17,Clay,First Round,89,64,0,3,19,4,2,48,57,22,41,3,5,25,83,95,0,12,2,2,33,50,25,33,0,4,28,98,86
Nicolas Kicker,Damir Dzumhur,"French Open, Paris",29-May-17,Clay,First Round,87,96,0,3,20,0,1,48,71,19,33,5,13,44,111,111,1,16,7,2,41,63,26,48,3,5,37,104,104
Tommy Robredo,Daniel Evans,"French Open, Paris",29-May-17,Clay,First Round,274,55,0,3,23,6,2,44,65,22,35,9,13,54,112,120,1,15,2,10,44,65,14,47,5,7,34,100,92
Benjamin Bonzi,Daniil Medvedev,"French Open, Paris",29-May-17,Clay,First Round,266,66,1,3,20,4,4,49,67,25,53,6,18,49,116,123,1,13,6,8,43,61,24,55,3,14,46,120,113
David Ferrer,Donald Young,"French Open, Paris",29-May-17,Clay,First Round,33,51,0,3,24,13,8,86,108,40,70,7,21,88,218,214,2,20,5,5,84,130,46,88,5,15,52,178,182
Thomaz Bellucci,Dusan Lajovic,"French Open, Paris",29-May-17,Clay,First Round,61,81,0,3,23,9,10,65,86,18,43,7,19,62,145,145,1,19,7,1,57,92,26,53,5,13,46,129,129
Gael Monfils,Dustin Brown,"French Open, Paris",29-May-17,Clay,First Round,16,76,0,3,19,2,3,46,62,13,24,6,10,43,90,102,0,9,5,9,24,40,23,50,1,4,27,86,74
Denis Istomin,Ernesto Escobedo,"French Open, Paris",29-May-17,Clay,First Round,80,75,0,3,19,11,1,45,56,27,38,2,5,31,92,103,0,13,6,2,35,48,26,44,0,6,22,94,83
Marin Cilic,Ernests Gulbis,"French Open, Paris",29-May-17,Clay,First Round,8,230,0,3,18,8,5,36,39,22,36,4,5,32,81,90,0,9,5,3,31,46,18,35,0,0,17,75,66
Viktor Troicki,Evgeny Donskoy,"French Open, Paris",29-May-17,Clay,First Round,35,99,0,3,19,6,4,56,72,27,57,5,6,33,81,116,0,10,4,2,28,39,20,42,1,21,46,129,94
Konstantin Kravchuk,Federico Delbonis,"French Open, Paris",29-May-17,Clay,First Round,129,139,0,3,19,7,4,60,74,20,41,2,8,29,97,109,0,13,5,3,39,54,29,43,0,5,35,115,103
Pablo Carreno Busta,Florian Mayer,"French Open, Paris",29-May-17,Clay,First Round,21,44,0,3,18,9,3,34,42,19,33,6,13,48,99,101,0,8,3,2,34,55,17,44,1,7,22,75,73
Fabio Fognini,Frances Tiafoe,"French Open, Paris",29-May-17,Clay,First Round,29,68,0,3,22,3,14,61,82,16,48,6,12,48,120,125,2,19,12,4,48,68,24,52,5,11,53,130,125
Kyle Edmund,Gastao Elias,"French Open, Paris",29-May-17,Clay,First Round,49,108,0,3,19,3,3,39,48,18,33,6,10,33,75,90,0,10,5,1,31,42,11,33,2,3,24,81,66
Guillermo Garcia-Lopez,Gilles Muller,"French Open, Paris",29-May-17,Clay,First Round,153,27,0,3,25,17,4,57,65,35,54,4,21,57,148,149,1,17,22,13,61,83,30,65,0,3,27,119,118
Nikoloz Basilashvili,Gilles Simon,"French Open, Paris",29-May-17,Clay,First Round,63,32,0,3,19,0,4,45,77,12,27,9,23,54,105,111,1,13,0,3,26,45,25,60,6,10,47,104,98
Juan Martin del Potro,Guido Pella,"French Open, Paris",29-May-17,Clay,First Round,30,115,0,3,18,13,2,39,48,13,19,5,15,40,88,92,0,7,3,1,32,55,16,33,0,0,15,67,63
Jiri Vesely,Jack Sock,"French Open, Paris",29-May-17,Clay,First Round,57,15,0,3,20,7,2,40,58,28,45,6,16,52,118,120,0,13,8,4,51,74,15,44,2,11,35,103,101
Tomas Berdych,Jan-Lennard Struff,"French Open, Paris",29-May-17,Clay,First Round,14,47,0,3,22,5,3,47,62,21,42,8,23,60,127,128,1,12,8,8,38,55,29,72,3,6,36,104,103
Joao Sousa,Janko Tipsarevic,"French Open, Paris",29-May-17,Clay,First Round,59,58,0,3,23,6,5,54,79,27,58,7,14,61,134,142,1,16,6,0,43,70,30,64,4,12,56,137,129
Pierre-Hugues Herbert,Jared Donaldson,"French Open, Paris",29-May-17,Clay,First Round,82,72,0,3,19,9,8,44,54,26,45,3,8,33,97,103,0,14,7,4,37,43,27,54,1,4,29,99,93
Taro Daniel,Jerzy Janowicz,"French Open, Paris",29-May-17,Clay,First Round,102,164,0,3,18,8,0,48,64,17,27,4,10,43,102,108,0,12,13,6,47,68,12,34,1,5,26,91,85
Renzo Olivo,Jo-Wilfried Tsonga,"French Open, Paris",29-May-17,Clay,First Round,91,11,0,3,25,0,3,73,110,26,52,7,23,65,164,164,1,20,4,5,72,107,27,57,4,10,63,162,162
Roberto Bautista Agut,John Millman,"French Open, Paris",29-May-17,Clay,First Round,18,142,0,3,18,3,3,29,52,27,39,7,14,46,91,102,1,11,6,1,23,47,22,44,4,9,35,91,80
John Isner,Jordan Thompson,"French Open, Paris",29-May-17,Clay,First Round,22,92,0,3,23,31,3,68,86,22,43,3,3,39,117,129,1,18,9,2,55,78,23,39,2,8,39,129,117
Stan Wawrinka,Jozef Kovalik,"French Open, Paris",29-May-17,Clay,First Round,3,152,0,3,19,2,1,35,50,33,48,4,11,38,92,106,0,11,6,2,28,42,26,50,1,7,30,98,84
Lucas Pouille,Julien Benneteau,"French Open, Paris",29-May-17,Clay,First Round,17,98,0,3,26,17,7,57,67,51,84,3,10,42,146,150,2,25,14,9,71,91,33,55,3,6,43,151,147
Martin Klizan,Laurent Lokoli,"French Open, Paris",29-May-17,Clay,First Round,50,285,0,3,23,4,11,58,87,37,78,5,11,52,138,147,2,25,19,7,54,69,32,69,7,13,70,165,156
Kevin Anderson,Malek Jaziri,"French Open, Paris",29-May-17,Clay,First Round,56,71,0,3,20,13,4,53,66,18,32,3,14,50,128,121,0,15,2,4,49,71,29,57,1,3,27,98,105
Novak Djokovic,Marcel Granollers,"French Open, Paris",29-May-17,Clay,First Round,2,77,0,3,18,5,1,36,58,18,29,8,20,53,102,107,0,9,5,0,33,56,16,46,4,10,33,87,82
Nicolas Almagro,Marcos Baghdatis,"French Open, Paris",29-May-17,Clay,First Round,69,62,0,3,25,16,6,59,72,35,61,5,12,61,156,155,1,20,6,2,61,92,34,64,2,7,39,133,134
Albert Ramos-Vinolas,Marius Copil,"French Open, Paris",29-May-17,Clay,First Round,20,94,0,3,24,4,2,49,66,27,43,7,19,61,134,137,1,14,8,5,48,68,25,66,2,6,33,109,106
Borna Coric,Mathias Bourgue,"French Open, Paris",29-May-17,Clay,First Round,40,156,0,3,19,4,1,45,58,27,40,3,6,34,91,106,0,11,8,1,36,52,21,39,0,4,26,98,83
Pablo Cuevas,Maxime Hamou,"French Open, Paris",29-May-17,Clay,First Round,23,287,0,3,18,7,4,45,57,22,39,4,9,44,103,111,0,9,5,5,43,65,16,38,0,6,29,96,88
Rogerio Dutra Silva,Mikhail Youzhny,"French Open, Paris",29-May-17,Clay,First Round,79,86,0,3,26,11,7,55,80,37,71,5,18,86,203,178,2,26,13,5,74,116,43,87,6,10,59,151,176
Stefano Napolitano,Mischa Zverev,"French Open, Paris",29-May-17,Clay,First Round,187,31,0,3,23,6,5,46,65,26,45,8,19,56,124,128,1,15,8,3,55,86,13,38,4,8,38,110,106
Karen Khachanov,Nicolas Jarry,"French Open, Paris",29-May-17,Clay,First Round,53,207,0,3,22,9,3,48,65,31,57,5,12,60,146,139,1,17,8,4,61,95,25,51,2,6,43,122,129
Simone Bolelli,Nicolas Mahut,"French Open, Paris",29-May-17,Clay,First Round,470,48,0,3,18,4,0,42,58,13,16,6,15,39,85,94,0,8,6,2,32,48,14,37,1,3,19,74,65
David Goffin,Paul-Henri Mathieu,"French Open, Paris",29-May-17,Clay,First Round,12,120,0,3,18,12,2,35,42,21,31,6,18,42,85,98,0,6,1,3,29,51,14,34,0,1,17,73,60
Nick Kyrgios,Philipp Kohlschreiber,"French Open, Paris",29-May-17,Clay,First Round,19,43,0,3,19,20,4,55,68,16,29,2,3,27,85,98,0,12,6,4,39,48,19,37,0,3,26,97,84
Marco Trungelliti,Quentin Halys,"French Open, Paris",29-May-17,Clay,First Round,162,126,0,3,28,3,10,69,102,41,73,7,15,73,183,183,2,27,16,17,73,92,37,91,6,10,65,175,175
Jeremy Chardy,Radu Albot,"French Open, Paris",29-May-17,Clay,First Round,74,88,0,3,19,11,2,48,59,21,37,3,8,36,96,105,0,12,1,3,39,61,21,35,0,2,27,96,87
Paolo Lorenzi,Ricardas Berankis,"French Open, Paris",29-May-17,Clay,First Round,34,188,0,3,18,8,2,37,49,19,30,6,13,44,87,100,0,6,2,2,26,54,17,33,0,4,23,79,66
Aljaz Bedene,Ryan Harrison,"French Open, Paris",29-May-17,Clay,First Round,52,42,0,3,21,12,0,30,36,31,45,7,9,41,91,102,1,11,8,6,29,45,21,46,2,3,20,81,70
Hyeon Chung,Sam Querrey,"French Open, Paris",29-May-17,Clay,First Round,67,28,0,3,21,6,6,47,60,25,44,6,8,50,120,122,1,16,19,6,47,58,23,62,3,10,32,104,102
Andreas Seppi,Santiago Giraldo,"French Open, Paris",29-May-17,Clay,First Round,83,107,0,3,22,11,3,44,57,19,38,9,16,56,107,119,1,11,3,4,38,58,13,49,4,8,32,95,83
Ivo Karlovic,Stefanos Tsitsipas,"French Open, Paris",29-May-17,Clay,First Round,24,205,0,3,20,10,3,53,63,19,30,3,7,42,116,114,0,15,8,6,47,59,27,57,1,4,21,93,95
Grigor Dimitrov,Stephane Robert,"French Open, Paris",29-May-17,Clay,First Round,13,114,0,3,18,8,4,37,45,20,39,6,6,36,73,93,0,9,1,2,23,37,14,36,2,10,27,84,64
Milos Raonic,Steve Darcis,"French Open, Paris",29-May-17,Clay,First Round,6,38,0,3,18,15,5,38,43,19,27,4,6,29,71,86,0,9,3,2,33,51,9,20,0,2,13,70,55
Victor Estrella Burgos,Teymuraz Gabashvili,"French Open, Paris",29-May-17,Clay,First Round,90,146,0,3,27,9,7,93,142,28,50,5,18,61,168,182,2,24,13,5,68,99,39,69,4,21,71,192,178
Mikhail Kukushkin,Tennys Sandgren,"French Open, Paris",29-May-17,Clay,First Round,85,113,0,3,18,2,0,53,73,9,13,5,10,31,70,93,0,7,2,0,29,40,10,30,0,3,24,86,63
Kei Nishikori,Thanasi Kokkinakis,"French Open, Paris",29-May-17,Clay,First Round,9,.,0,3,22,3,6,54,70,25,50,5,14,59,137,138,1,15,11,12,50,75,28,62,2,11,41,120,119
Sergiy Stakhovsky,Yen-Hsun Lu,"French Open, Paris",29-May-17,Clay,First Round,123,60,0,3,19,16,3,47,53,23,39,2,7,33,99,103,0,13,4,5,43,60,23,39,0,0,22,92,88
Steve Johnson,Yuichi Sugita,"French Open, Paris",29-May-17,Clay,First Round,26,78,0,3,30,13,9,61,82,39,73,8,17,68,169,168,2,23,5,6,68,104,33,65,3,6,55,155,156
Stan Wawrinka,Alexandr Dolgopolov,"French Open, Paris",29-May-17,Clay,Second Round,3,89,0,3,20,16,5,52,70,28,46,4,9,40,110,120,0,15,6,1,51,71,19,39,2,7,36,116,106
Jiri Vesely,Aljaz Bedene,"French Open, Paris",29-May-17,Clay,Second Round,57,52,0,3,22,13,8,59,75,30,57,4,8,40,109,129,1,15,12,3,40,54,29,55,1,13,43,132,112
Fabio Fognini,Andreas Seppi,"French Open, Paris",29-May-17,Clay,Second Round,29,83,0,3,19,5,7,40,57,22,45,6,18,48,103,110,0,12,4,4,27,46,28,57,3,9,40,102,95
Albert Ramos-Vinolas,Benjamin Bonzi,"French Open, Paris",29-May-17,Clay,Second Round,20,266,0,3,18,8,1,30,38,14,19,7,14,38,68,82,0,4,2,2,19,38,11,30,0,0,13,57,43
Steve Johnson,Borna Coric,"French Open, Paris",29-May-17,Clay,Second Round,26,40,0,3,23,12,6,61,75,32,62,3,15,57,160,150,1,20,10,4,62,90,41,70,2,5,44,137,147
Feliciano Lopez,David Ferrer,"French Open, Paris",29-May-17,Clay,Second Round,36,33,0,3,27,11,6,75,102,29,69,8,24,69,174,173,2,26,5,14,72,103,33,71,7,19,67,171,172
Hyeon Chung,Denis Istomin,"French Open, Paris",29-May-17,Clay,Second Round,67,80,0,3,19,3,2,36,43,18,30,7,14,41,82,95,0,7,4,4,27,51,14,31,1,2,19,73,60
Horacio Zeballos,Ivo Karlovic,"French Open, Paris",29-May-17,Clay,Second Round,65,24,0,3,20,8,2,64,69,17,27,1,3,28,102,109,0,15,29,6,54,64,20,38,0,0,15,96,89
Kei Nishikori,Jeremy Chardy,"French Open, Paris",29-May-17,Clay,Second Round,9,74,0,3,19,5,5,42,50,15,35,7,9,40,84,97,0,9,6,5,30,55,14,29,3,9,28,85,72
Novak Djokovic,Joao Sousa,"French Open, Paris",29-May-17,Clay,Second Round,2,59,0,3,18,2,1,41,51,18,37,6,14,40,83,99,0,8,2,2,28,46,15,37,1,5,29,88,72
Marin Cilic,Konstantin Kravchuk,"French Open, Paris",29-May-17,Clay,Second Round,8,129,0,3,18,11,5,42,44,14,28,5,10,38,83,94,0,7,5,2,37,57,8,26,0,1,16,72,61
Guillermo Garcia-Lopez,Marco Trungelliti,"French Open, Paris",29-May-17,Clay,Second Round,153,162,0,3,20,7,8,29,40,28,54,8,15,65,132,122,0,14,4,6,46,75,21,57,5,7,37,94,104
Andy Murray,Martin Klizan,"French Open, Paris",29-May-17,Clay,Second Round,1,50,0,3,25,9,4,49,62,39,63,6,14,56,137,144,1,17,5,7,48,76,33,61,2,7,37,125,118
Roberto Bautista Agut,Mikhail Kukushkin,"French Open, Paris",29-May-17,Clay,Second Round,18,85,0,3,22,3,1,54,75,26,51,6,10,54,130,134,1,18,2,1,60,99,16,31,5,14,46,126,122
Kevin Anderson,Nick Kyrgios,"French Open, Paris",29-May-17,Clay,Second Round,56,19,0,3,23,21,8,56,65,20,47,6,13,50,122,126,1,14,16,9,56,85,16,37,2,8,36,112,108
Juan Martin del Potro,Nicolas Almagro,"French Open, Paris",29-May-17,Clay,Second Round,30,69,1,1,10,6,2,30,38,10,21,1,1,14,51,54,1,10,7,1,27,35,10,16,1,2,19,59,56
Pablo Cuevas,Nicolas Kicker,"French Open, Paris",29-May-17,Clay,Second Round,23,87,0,3,18,2,3,37,54,20,38,6,13,32,80,89,0,12,3,4,34,52,14,28,3,8,35,92,83
John Isner,Paolo Lorenzi,"French Open, Paris",29-May-17,Clay,Second Round,22,34,0,3,20,21,1,62,73,20,30,1,3,22,90,104,0,15,7,1,42,53,26,37,0,2,21,103,89
Fernando Verdasco,Pierre-Hugues Herbert,"French Open, Paris",29-May-17,Clay,Second Round,37,82,0,3,25,5,3,75,105,24,40,5,11,59,155,158,2,21,11,3,60,90,36,65,3,14,46,145,142
Kyle Edmund,Renzo Olivo,"French Open, Paris",29-May-17,Clay,Second Round,49,91,0,3,19,1,3,38,49,17,31,7,10,43,92,98,0,9,2,4,36,57,13,35,2,5,25,80,74
Rafael Nadal,Robin Haase,"French Open, Paris",29-May-17,Clay,Second Round,4,46,0,3,18,4,1,35,46,17,20,5,10,34,80,86,0,8,6,4,32,51,14,29,0,0,14,66,60
Milos Raonic,Rogerio Dutra Silva,"French Open, Paris",29-May-17,Clay,Second Round,6,79,0,3,22,25,5,58,76,18,29,5,20,51,126,127,1,15,1,7,51,78,24,48,2,6,29,105,104
David Goffin,Sergiy Stakhovsky,"French Open, Paris",29-May-17,Clay,Second Round,12,123,0,3,21,6,1,50,61,24,36,4,16,57,134,131,1,15,11,2,54,83,23,51,1,5,23,97,100
Dominic Thiem,Simone Bolelli,"French Open, Paris",29-May-17,Clay,Second Round,7,470,0,3,19,8,7,33,40,27,46,6,30,61,128,121,0,9,0,1,58,102,9,26,1,5,26,86,93
Diego Schwartzman,Stefano Napolitano,"French Open, Paris",29-May-17,Clay,Second Round,41,187,0,3,19,2,4,51,69,18,40,6,18,40,86,109,0,10,3,1,32,51,14,35,2,11,40,109,86
Pablo Carreno Busta,Taro Daniel,"French Open, Paris",29-May-17,Clay,Second Round,21,102,0,3,23,15,2,53,80,27,45,7,21,56,126,136,1,15,5,3,53,81,17,45,3,8,45,125,115
Gael Monfils,Thiago Monteiro,"French Open, Paris",29-May-17,Clay,Second Round,16,95,0,3,18,6,0,37,53,7,14,8,12,38,63,82,0,6,2,3,18,40,7,23,2,4,23,67,48
Lucas Pouille,Thomaz Bellucci,"French Open, Paris",29-May-17,Clay,Second Round,17,61,0,3,19,5,7,48,67,16,35,6,10,41,86,105,0,9,3,8,30,48,15,38,2,6,38,102,83
Karen Khachanov,Tomas Berdych,"French Open, Paris",29-May-17,Clay,Second Round,53,14,0,3,19,12,2,38,43,29,49,3,10,35,100,102,0,13,7,1,39,57,26,43,0,0,25,92,90
Grigor Dimitrov,Tommy Robredo,"French Open, Paris",29-May-17,Clay,Second Round,13,274,0,3,19,4,4,56,65,14,30,3,9,33,90,103,0,12,1,2,39,61,18,29,0,1,25,95,82
Richard Gasquet,Victor Estrella Burgos,"French Open, Paris",29-May-17,Clay,Second Round,25,90,0,3,18,5,2,35,40,17,31,6,11,43,82,95,0,5,0,2,31,55,8,27,0,4,19,71,58
Nikoloz Basilashvili,Viktor Troicki,"French Open, Paris",29-May-17,Clay,Second Round,63,35,0,3,21,2,0,67,91,16,32,4,14,53,135,136,0,18,14,7,53,70,29,65,4,7,40,123,122
Horacio Zeballos,David Goffin,"French Open, Paris",29-May-17,Clay,Third Round,65,12,1,0,4,0,1,15,21,7,15,0,2,10,32,32,1,5,2,1,14,15,8,17,1,3,14,36,36
Novak Djokovic,Diego Schwartzman,"French Open, Paris",29-May-17,Clay,Third Round,2,41,0,3,26,7,1,62,80,19,34,8,21,72,153,153,2,18,4,5,57,92,24,61,4,7,33,114,114
Stan Wawrinka,Fabio Fognini,"French Open, Paris",29-May-17,Clay,Third Round,3,29,0,3,19,6,2,36,49,18,30,7,12,42,86,96,0,8,0,7,25,46,19,40,2,6,25,79,69
Marin Cilic,Feliciano Lopez,"French Open, Paris",29-May-17,Clay,Third Round,8,36,0,3,18,8,5,26,38,27,44,7,12,39,70,92,0,7,1,2,24,43,7,27,2,7,29,82,60
Pablo Carreno Busta,Grigor Dimitrov,"French Open, Paris",29-May-17,Clay,Third Round,21,13,0,3,19,0,3,43,62,21,35,5,11,44,103,108,0,12,14,5,38,55,21,48,2,8,33,97,92
Milos Raonic,Guillermo Garcia-Lopez,"French Open, Paris",29-May-17,Clay,Third Round,6,153,1,2,7,5,1,13,14,3,5,3,5,17,29,33,0,1,1,6,7,14,5,15,0,0,3,19,15
Kei Nishikori,Hyeon Chung,"French Open, Paris",29-May-17,Clay,Third Round,9,67,0,3,25,7,3,67,94,35,67,6,14,62,163,164,2,26,7,4,67,89,34,74,6,17,59,161,160
Roberto Bautista Agut,Jiri Vesely,"French Open, Paris",29-May-17,Clay,Third Round,18,57,0,3,18,4,4,35,54,22,35,6,15,37,80,94,0,10,5,6,27,43,16,37,2,4,32,89,75
Karen Khachanov,John Isner,"French Open, Paris",29-May-17,Clay,Third Round,53,22,0,3,26,8,8,64,71,47,76,1,6,40,138,151,1,22,14,2,71,91,27,47,0,4,36,147,134
Andy Murray,Juan Martin del Potro,"French Open, Paris",29-May-17,Clay,Third Round,1,30,0,3,20,5,3,40,58,27,44,6,17,51,108,118,0,11,6,4,43,66,14,42,2,9,35,102,92
Kevin Anderson,Kyle Edmund,"French Open, Paris",29-May-17,Clay,Third Round,56,49,0,3,30,24,2,82,105,35,56,3,15,57,167,174,2,25,4,6,69,92,41,75,1,2,44,161,154
Albert Ramos-Vinolas,Lucas Pouille,"French Open, Paris",29-May-17,Clay,Third Round,20,17,0,3,26,2,6,59,94,34,57,8,19,67,156,160,2,18,6,9,62,89,27,67,4,15,58,151,147
Rafael Nadal,Nikoloz Basilashvili,"French Open, Paris",29-May-17,Clay,Third Round,4,63,0,3,18,3,0,22,29,19,24,8,16,41,65,82,0,1,1,2,19,48,5,17,0,3,12,53,36
Fernando Verdasco,Pablo Cuevas,"French Open, Paris",29-May-17,Clay,Third Round,37,23,0,3,18,2,5,36,48,13,24,8,14,45,75,94,0,6,0,7,18,38,12,37,2,8,23,72,53
Gael Monfils,Richard Gasquet,"French Open, Paris",29-May-17,Clay,Third Round,16,25,1,2,16,4,3,50,65,15,27,2,11,42,114,107,1,16,2,3,47,72,25,42,2,2,27,92,99
Dominic Thiem,Steve Johnson,"French Open, Paris",29-May-17,Clay,Third Round,7,26,0,3,19,10,4,47,54,17,26,4,15,54,118,118,0,10,5,1,47,72,17,46,1,4,16,80,80
Novak Djokovic,Albert Ramos-Vinolas,"French Open, Paris",29-May-17,Clay,Fourth Round,2,20,0,3,19,3,0,44,61,18,38,7,10,49,99,111,0,10,3,2,34,64,16,35,3,8,37,99,87
Kei Nishikori,Fernando Verdasco,"French Open, Paris",29-May-17,Clay,Fourth Round,9,37,0,3,18,4,2,37,59,25,53,7,17,49,109,111,1,14,3,6,48,77,12,32,5,13,50,112,110
